City,url,latestYear,YearsAvailable,County,summaryURL,Population,Employees,FTemployees,MedianPay,MedianPayBenes,TotalComp,CompCostPerResident,MedianPrivatePay
Eureka,https://transcal.s3.amazonaws.com/public/export/eureka-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Humboldt,https://transparentcalifornia.com/salaries/2016/eureka/summary/,,,,,,,,
Exeter,https://transcal.s3.amazonaws.com/public/export/exeter-2016.csv,2016,2016,Tulare,https://transparentcalifornia.com/salaries/2016/exeter/summary/,,,,,,,,
Fairfax,https://transcal.s3.amazonaws.com/public/export/fairfax-2016.csv,2016,"2016, 2015, 2014",Marin,https://transparentcalifornia.com/salaries/2016/fairfax/summary/,,,,,,,,
Fairfield,https://transcal.s3.amazonaws.com/public/export/fairfield-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Solano,https://transparentcalifornia.com/salaries/2016/fairfield/summary/,,,,,,,,
Farmersville,https://transcal.s3.amazonaws.com/public/export/farmersville-2016.csv,2016,"2016, 2015",Tulare,https://transparentcalifornia.com/salaries/2016/farmersville/summary/,,,,,,,,
Ferndale,https://transcal.s3.amazonaws.com/public/export/ferndale-2016.csv,2016,"2016, 2015, 2014, 2013",Humboldt,https://transparentcalifornia.com/salaries/2016/ferndale/summary/,,,,,,,,
Fillmore,https://transcal.s3.amazonaws.com/public/export/fillmore-2016.csv,2016,"2016, 2014, 2013",Ventura,https://transparentcalifornia.com/salaries/2016/fillmore/summary/,,,,,,,,
Firebaugh,https://transcal.s3.amazonaws.com/public/export/firebaugh-2016.csv,2016,"2016, 2015, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/firebaugh/summary/,,,,,,,,
Folsom,https://transcal.s3.amazonaws.com/public/export/folsom-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Sacramento,https://transparentcalifornia.com/salaries/2016/folsom/summary/,,,,,,,,
Fontana,https://transcal.s3.amazonaws.com/public/export/fontana-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/fontana/summary/,,,,,,,,
Fort Bragg,https://transcal.s3.amazonaws.com/public/export/fort bragg-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Mendocino,https://transparentcalifornia.com/salaries/2016/fort-bragg/summary/,,,,,,,,
Fortuna,https://transcal.s3.amazonaws.com/public/export/fortuna-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Humboldt,https://transparentcalifornia.com/salaries/2016/fortuna/summary/,,,,,,,,
Foster City,https://transcal.s3.amazonaws.com/public/export/foster city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/foster-city/summary/,,,,,,,,
Fountain Valley,https://transcal.s3.amazonaws.com/public/export/fountain valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/fountain-valley/summary/,,,,,,,,
Fowler,https://transcal.s3.amazonaws.com/public/export/fowler-2016.csv,2016,"2016, 2014, 2013",Fresno,https://transparentcalifornia.com/salaries/2016/fowler/summary/,,,,,,,,
Fremont,https://transcal.s3.amazonaws.com/public/export/fremont-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/fremont/summary/,,,,,,,,
Fresno,https://transcal.s3.amazonaws.com/public/export/fresno-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/fresno/summary/,,,,,,,,
Fullerton,https://transcal.s3.amazonaws.com/public/export/fullerton-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/fullerton/summary/,,,,,,,,
Galt,https://transcal.s3.amazonaws.com/public/export/galt-2016.csv,2016,"2016, 2014, 2013, 2012",Sacramento,https://transparentcalifornia.com/salaries/2016/galt/summary/,,,,,,,,
Gardena,https://transcal.s3.amazonaws.com/public/export/gardena-2016.csv,2016,"2016, 2015, 2014, 2013, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/gardena/summary/,,,,,,,,
Garden Grove,https://transcal.s3.amazonaws.com/public/export/garden grove-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/garden-grove/summary/,,,,,,,,
Gilroy,https://transcal.s3.amazonaws.com/public/export/gilroy-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/gilroy/summary/,,,,,,,,
Glendale,https://transcal.s3.amazonaws.com/public/export/glendale-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Los Angeles,https://transparentcalifornia.com/salaries/2016/glendale/summary/,,,,,,,,
Glendora,https://transcal.s3.amazonaws.com/public/export/glendora-2016.csv,2016,"2016, 2015, 2014, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/glendora/summary/,,,,,,,,
Goleta,https://transcal.s3.amazonaws.com/public/export/goleta-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Barbara,https://transparentcalifornia.com/salaries/2016/goleta/summary/,,,,,,,,
Gonzales,https://transcal.s3.amazonaws.com/public/export/gonzales-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/gonzales/summary/,,,,,,,,
Grand Terrace,https://transcal.s3.amazonaws.com/public/export/grand terrace-2016.csv,2016,"2016, 2015, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/grand-terrace/summary/,,,,,,,,
Grass Valley,https://transcal.s3.amazonaws.com/public/export/grass valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Nevada,https://transparentcalifornia.com/salaries/2016/grass-valley/summary/,,,,,,,,
Greenfield,https://transcal.s3.amazonaws.com/public/export/greenfield-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/greenfield/summary/,,,,,,,,
Gridley,https://transcal.s3.amazonaws.com/public/export/gridley-2016.csv,2016,"2016, 2015, 2012, 2011",Butte,https://transparentcalifornia.com/salaries/2016/gridley/summary/,,,,,,,,
Grover Beach,https://transcal.s3.amazonaws.com/public/export/grover beach-2016.csv,2016,"2016, 2015, 2014, 2013",San Luis Obispo,https://transparentcalifornia.com/salaries/2016/grover-beach/summary/,,,,,,,,
Guadalupe,https://transcal.s3.amazonaws.com/public/export/guadalupe-2016.csv,2016,"2016, 2015, 2014, 2013",Santa Barbara,https://transparentcalifornia.com/salaries/2016/guadalupe/summary/,,,,,,,,
Gustine,https://transcal.s3.amazonaws.com/public/export/gustine-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Merced,https://transparentcalifornia.com/salaries/2016/gustine/summary/,,,,,,,,
Half Moon Bay,https://transcal.s3.amazonaws.com/public/export/half moon bay-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/half-moon-bay/summary/,,,,,,,,
Hanford,https://transcal.s3.amazonaws.com/public/export/hanford-2016.csv,2016,"2016, 2014, 2012, 2011",Kings,https://transparentcalifornia.com/salaries/2016/hanford/summary/,,,,,,,,
Hawaiian Gardens,https://transcal.s3.amazonaws.com/public/export/hawaiian gardens-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/hawaiian-gardens/summary/,,,,,,,,
Hawthorne,https://transcal.s3.amazonaws.com/public/export/hawthorne-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/hawthorne/summary/,,,,,,,,
Hayward,https://transcal.s3.amazonaws.com/public/export/hayward-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/hayward/summary/,,,,,,,,
Healdsburg,https://transcal.s3.amazonaws.com/public/export/healdsburg-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Sonoma,https://transparentcalifornia.com/salaries/2016/healdsburg/summary/,,,,,,,,
Hemet,https://transcal.s3.amazonaws.com/public/export/hemet-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/hemet/summary/,,,,,,,,
Hercules,https://transcal.s3.amazonaws.com/public/export/hercules-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/hercules/summary/,,,,,,,,
Hermosa Beach,https://transcal.s3.amazonaws.com/public/export/hermosa beach-2016.csv,2016,"2016, 2015, 2014, 2013",Los Angeles,https://transparentcalifornia.com/salaries/2016/hermosa-beach/summary/,,,,,,,,
Hesperia,https://transcal.s3.amazonaws.com/public/export/hesperia-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/hesperia/summary/,,,,,,,,
Hidden Hills,https://transcal.s3.amazonaws.com/public/export/hidden hills-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/hidden-hills/summary/,,,,,,,,
Highland,https://transcal.s3.amazonaws.com/public/export/highland-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/highland/summary/,,,,,,,,
Hillsborough,https://transcal.s3.amazonaws.com/public/export/hillsborough-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/hillsborough/summary/,,,,,,,,
Hollister,https://transcal.s3.amazonaws.com/public/export/hollister-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Benito,https://transparentcalifornia.com/salaries/2016/hollister/summary/,,,,,,,,
Holtville,https://transcal.s3.amazonaws.com/public/export/holtville-2016.csv,2016,"2016, 2015, 2012, 2011",Imperial,https://transparentcalifornia.com/salaries/2016/holtville/summary/,,,,,,,,
Hughson,https://transcal.s3.amazonaws.com/public/export/hughson-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Stanislaus,https://transparentcalifornia.com/salaries/2016/hughson/summary/,,,,,,,,
Huntington Beach,https://transcal.s3.amazonaws.com/public/export/huntington beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/huntington-beach/summary/,,,,,,,,
Huntington Park,https://transcal.s3.amazonaws.com/public/export/huntington park-2016.csv,2016,"2016, 2015, 2013",Los Angeles,https://transparentcalifornia.com/salaries/2016/huntington-park/summary/,,,,,,,,
Huron,https://transcal.s3.amazonaws.com/public/export/huron-2016.csv,2016,"2016, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/huron/summary/,,,,,,,,
Imperial,https://transcal.s3.amazonaws.com/public/export/imperial-2016.csv,2016,"2016, 2015",Imperial,https://transparentcalifornia.com/salaries/2016/imperial/summary/,,,,,,,,
Imperial Beach,https://transcal.s3.amazonaws.com/public/export/imperial beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/imperial-beach/summary/,,,,,,,,
Indian Wells,https://transcal.s3.amazonaws.com/public/export/indian wells-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/indian-wells/summary/,,,,,,,,
Indio,https://transcal.s3.amazonaws.com/public/export/indio-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Riverside,https://transparentcalifornia.com/salaries/2016/indio/summary/,,,,,,,,
Inglewood,https://transcal.s3.amazonaws.com/public/export/inglewood-2016.csv,2016,"2016, 2015, 2014, 2013",Los Angeles,https://transparentcalifornia.com/salaries/2016/inglewood/summary/,,,,,,,,
Ione,https://transcal.s3.amazonaws.com/public/export/ione-2016.csv,2016,"2016, 2012",Amador,https://transparentcalifornia.com/salaries/2016/ione/summary/,,,,,,,,
Irvine,https://transcal.s3.amazonaws.com/public/export/irvine-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/irvine/summary/,,,,,,,,
Irwindale,https://transcal.s3.amazonaws.com/public/export/irwindale-2016.csv,2016,"2016, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/irwindale/summary/,,,,,,,,
Jackson,https://transcal.s3.amazonaws.com/public/export/jackson-2016.csv,2016,"2016, 2015",Amador,https://transparentcalifornia.com/salaries/2016/jackson/summary/,,,,,,,,
Jurupa Valley,https://transcal.s3.amazonaws.com/public/export/jurupa valley-2016.csv,2016,"2016, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/jurupa-valley/summary/,,,,,,,,
Kerman,https://transcal.s3.amazonaws.com/public/export/kerman-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/kerman/summary/,,,,,,,,
King City,https://transcal.s3.amazonaws.com/public/export/king city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/king-city/summary/,,,,,,,,
Kingsburg,https://transcal.s3.amazonaws.com/public/export/kingsburg-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/kingsburg/summary/,,,,,,,,
La Canada Flintridge,https://transcal.s3.amazonaws.com/public/export/la canada flintridge-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-canada-flintridge/summary/,,,,,,,,
Lafayette,https://transcal.s3.amazonaws.com/public/export/lafayette-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/lafayette/summary/,,,,,,,,
Laguna Beach,https://transcal.s3.amazonaws.com/public/export/laguna beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/laguna-beach/summary/,,,,,,,,
Laguna Hills,https://transcal.s3.amazonaws.com/public/export/laguna hills-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/laguna-hills/summary/,,,,,,,,
Laguna Niguel,https://transcal.s3.amazonaws.com/public/export/laguna niguel-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/laguna-niguel/summary/,,,,,,,,
Laguna Woods,https://transcal.s3.amazonaws.com/public/export/laguna woods-2016.csv,2016,"2016, 2015, 2014, 2013",Orange,https://transparentcalifornia.com/salaries/2016/laguna-woods/summary/,,,,,,,,
La Habra,https://transcal.s3.amazonaws.com/public/export/la habra-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/la-habra/summary/,,,,,,,,
La Habra Heights,https://transcal.s3.amazonaws.com/public/export/la habra heights-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-habra-heights/summary/,,,,,,,,
Lake Elsinore,https://transcal.s3.amazonaws.com/public/export/lake elsinore-2016.csv,2016,"2016, 2015, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/lake-elsinore/summary/,,,,,,,,
Lake Forest,https://transcal.s3.amazonaws.com/public/export/lake forest-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/lake-forest/summary/,,,,,,,,
Lakeport,https://transcal.s3.amazonaws.com/public/export/lakeport-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Lake,https://transparentcalifornia.com/salaries/2016/lakeport/summary/,,,,,,,,
Lakewood,https://transcal.s3.amazonaws.com/public/export/lakewood-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lakewood/summary/,,,,,,,,
La Mesa,https://transcal.s3.amazonaws.com/public/export/la mesa-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/la-mesa/summary/,,,,,,,,
La Mirada,https://transcal.s3.amazonaws.com/public/export/la mirada-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-mirada/summary/,,,,,,,,
Lancaster,https://transcal.s3.amazonaws.com/public/export/lancaster-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lancaster/summary/,,,,,,,,
La Palma,https://transcal.s3.amazonaws.com/public/export/la palma-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/la-palma/summary/,,,,,,,,
La Puente,https://transcal.s3.amazonaws.com/public/export/la puente-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-puente/summary/,,,,,,,,
La Quinta,https://transcal.s3.amazonaws.com/public/export/la quinta-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/la-quinta/summary/,,,,,,,,
Larkspur,https://transcal.s3.amazonaws.com/public/export/larkspur-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/larkspur/summary/,,,,,,,,
Lathrop,https://transcal.s3.amazonaws.com/public/export/lathrop-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Joaquin,https://transparentcalifornia.com/salaries/2016/lathrop/summary/,,,,,,,,
La Verne,https://transcal.s3.amazonaws.com/public/export/la verne-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-verne/summary/,,,,,,,,
Lawndale,https://transcal.s3.amazonaws.com/public/export/lawndale-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lawndale/summary/,,,,,,,,
Lemon Grove,https://transcal.s3.amazonaws.com/public/export/lemon grove-2016.csv,2016,"2016, 2015, 2014, 2013, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/lemon-grove/summary/,,,,,,,,
Lemoore,https://transcal.s3.amazonaws.com/public/export/lemoore-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Kings,https://transparentcalifornia.com/salaries/2016/lemoore/summary/,,,,,,,,
Lincoln,https://transcal.s3.amazonaws.com/public/export/lincoln-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Placer,https://transparentcalifornia.com/salaries/2016/lincoln/summary/,,,,,,,,
Lindsay,https://transcal.s3.amazonaws.com/public/export/lindsay-2016.csv,2016,"2016, 2015, 2014, 2013",Tulare,https://transparentcalifornia.com/salaries/2016/lindsay/summary/,,,,,,,,
Live Oak,https://transcal.s3.amazonaws.com/public/export/live oak-2016.csv,2016,2016,Sutter,https://transparentcalifornia.com/salaries/2016/live-oak/summary/,,,,,,,,
Livermore,https://transcal.s3.amazonaws.com/public/export/livermore-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/livermore/summary/,,,,,,,,
Livingston,https://transcal.s3.amazonaws.com/public/export/livingston-2016.csv,2016,"2016, 2015, 2014, 2013",Merced,https://transparentcalifornia.com/salaries/2016/livingston/summary/,,,,,,,,
Lodi,https://transcal.s3.amazonaws.com/public/export/lodi-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Joaquin,https://transparentcalifornia.com/salaries/2016/lodi/summary/,,,,,,,,
Loma Linda,https://transcal.s3.amazonaws.com/public/export/loma linda-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/loma-linda/summary/,,,,,,,,
Lomita,https://transcal.s3.amazonaws.com/public/export/lomita-2016.csv,2016,"2016, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lomita/summary/,,,,,,,,
Lompoc,https://transcal.s3.amazonaws.com/public/export/lompoc-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Barbara,https://transparentcalifornia.com/salaries/2016/lompoc/summary/,,,,,,,,
Long Beach,https://transcal.s3.amazonaws.com/public/export/long beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/long-beach/summary/,,,,,,,,
Loomis,https://transcal.s3.amazonaws.com/public/export/loomis-2016.csv,2016,"2016, 2015, 2014, 2013",Placer,https://transparentcalifornia.com/salaries/2016/loomis/summary/,,,,,,,,
Los Alamitos,https://transcal.s3.amazonaws.com/public/export/los alamitos-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Orange,https://transparentcalifornia.com/salaries/2016/los-alamitos/summary/,,,,,,,,
Los Altos,https://transcal.s3.amazonaws.com/public/export/los altos-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/los-altos/summary/,,,,,,,,
Los Altos Hills,https://transcal.s3.amazonaws.com/public/export/los altos hills-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/los-altos-hills/summary/,,,,,,,,
Los Angeles,https://transcal.s3.amazonaws.com/public/export/los angeles-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/los-angeles/summary/,,,,,,,,
Los Banos,https://transcal.s3.amazonaws.com/public/export/los banos-2016.csv,2016,"2016, 2015, 2014, 2013",Merced,https://transparentcalifornia.com/salaries/2016/los-banos/summary/,,,,,,,,
Los Gatos,https://transcal.s3.amazonaws.com/public/export/los gatos-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/los-gatos/summary/,,,,,,,,
Loyalton,https://transcal.s3.amazonaws.com/public/export/loyalton-2016.csv,2016,"2016, 2015, 2014, 2013",Sierra,https://transparentcalifornia.com/salaries/2016/loyalton/summary/,,,,,,,,
Lynwood,https://transcal.s3.amazonaws.com/public/export/lynwood-2016.csv,2016,"2016, 2015, 2014, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lynwood/summary/,,,,,,,,
Madera,https://transcal.s3.amazonaws.com/public/export/madera-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Madera,https://transparentcalifornia.com/salaries/2016/madera/summary/,,,,,,,,
Malibu,https://transcal.s3.amazonaws.com/public/export/malibu-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/malibu/summary/,,,,,,,,
Mammoth Lakes,https://transcal.s3.amazonaws.com/public/export/mammoth lakes-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Mono,https://transparentcalifornia.com/salaries/2016/mammoth-lakes/summary/,,,,,,,,
Manhattan Beach,https://transcal.s3.amazonaws.com/public/export/manhattan beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Los Angeles,https://transparentcalifornia.com/salaries/2016/manhattan-beach/summary/,,,,,,,,
Manteca,https://transcal.s3.amazonaws.com/public/export/manteca-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Joaquin,https://transparentcalifornia.com/salaries/2016/manteca/summary/,,,,,,,,
Maricopa,https://transcal.s3.amazonaws.com/public/export/maricopa-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Kern,https://transparentcalifornia.com/salaries/2016/maricopa/summary/,,,,,,,,
Marina,https://transcal.s3.amazonaws.com/public/export/marina-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/marina/summary/,,,,,,,,
Martinez,https://transcal.s3.amazonaws.com/public/export/martinez-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/martinez/summary/,,,,,,,,
Marysville,https://transcal.s3.amazonaws.com/public/export/marysville-2016.csv,2016,2016,Yuba,https://transparentcalifornia.com/salaries/2016/marysville/summary/,,,,,,,,
Maywood,https://transcal.s3.amazonaws.com/public/export/maywood-2016.csv,2016,2016,Los Angeles,https://transparentcalifornia.com/salaries/2016/maywood/summary/,,,,,,,,
McFarland,https://transcal.s3.amazonaws.com/public/export/mcfarland-2016.csv,2016,"2016, 2015, 2013",Kern,https://transparentcalifornia.com/salaries/2016/mcfarland/summary/,,,,,,,,
Mendota,https://transcal.s3.amazonaws.com/public/export/mendota-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/mendota/summary/,,,,,,,,
Menifee,https://transcal.s3.amazonaws.com/public/export/menifee-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/menifee/summary/,,,,,,,,
Menlo Park,https://transcal.s3.amazonaws.com/public/export/menlo park-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",San Mateo,https://transparentcalifornia.com/salaries/2016/menlo-park/summary/,,,,,,,,
Merced,https://transcal.s3.amazonaws.com/public/export/merced-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Merced,https://transparentcalifornia.com/salaries/2016/merced/summary/,,,,,,,,
Millbrae,https://transcal.s3.amazonaws.com/public/export/millbrae-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/millbrae/summary/,,,,,,,,
Mill Valley,https://transcal.s3.amazonaws.com/public/export/mill valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/mill-valley/summary/,,,,,,,,
Milpitas,https://transcal.s3.amazonaws.com/public/export/milpitas-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/milpitas/summary/,,,,,,,,
Mission Viejo,https://transcal.s3.amazonaws.com/public/export/mission viejo-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/mission-viejo/summary/,,,,,,,,
Modesto,https://transcal.s3.amazonaws.com/public/export/modesto-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Stanislaus,https://transparentcalifornia.com/salaries/2016/modesto/summary/,,,,,,,,
Monrovia,https://transcal.s3.amazonaws.com/public/export/monrovia-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/monrovia/summary/,,,,,,,,
Montclair,https://transcal.s3.amazonaws.com/public/export/montclair-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/montclair/summary/,,,,,,,,
Montebello,https://transcal.s3.amazonaws.com/public/export/montebello-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/montebello/summary/,,,,,,,,
Monterey,https://transcal.s3.amazonaws.com/public/export/monterey-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/monterey/summary/,,,,,,,,
Monterey Park,https://transcal.s3.amazonaws.com/public/export/monterey park-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/monterey-park/summary/,,,,,,,,
