City,url,latestYear,YearsAvailable,County,summaryURL,Population,Employees,FTemployees,MedianPay,MedianPayBenes,TotalComp,CompCostPerResident,MedianPrivatePay
King City,https://transcal.s3.amazonaws.com/public/export/king city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/king-city/summary/,"13,532",110,23,"$72,332 ","$86,186 ","$3,130,166 ",$231 ,"$24,370 "
Kingsburg,https://transcal.s3.amazonaws.com/public/export/kingsburg-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/kingsburg/summary/,"11,716",135,38,"$67,393 ","$79,611 ","$4,167,867 ",$355 ,"$45,654 "
La Canada Flintridge,https://transcal.s3.amazonaws.com/public/export/la canada flintridge-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-canada-flintridge/summary/,"20,477",47,25,"$90,912 ","$106,674 ","$3,278,805 ",$160 ,"$102,309 "
Lafayette,https://transcal.s3.amazonaws.com/public/export/lafayette-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/lafayette/summary/,"25,381",118,33,"$93,009 ","$117,916 ","$5,805,547 ",$228 ,"$135,127 "
Laguna Beach,https://transcal.s3.amazonaws.com/public/export/laguna beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/laguna-beach/summary/,"23,204",641,234,"$97,720 ","$128,554 ","$37,791,033 ","$1,628 ","$100,484 "
Laguna Hills,https://transcal.s3.amazonaws.com/public/export/laguna hills-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/laguna-hills/summary/,"31,127",71,25,"$86,214 ","$105,130 ","$4,315,757 ",$138 ,"$60,636 "
Laguna Niguel,https://transcal.s3.amazonaws.com/public/export/laguna niguel-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/laguna-niguel/summary/,"64,984",191,56,"$81,239 ","$107,689 ","$7,832,810 ",$120 ,"$79,706 "
Laguna Woods,https://transcal.s3.amazonaws.com/public/export/laguna woods-2016.csv,2016,"2016, 2015, 2014, 2013",Orange,https://transparentcalifornia.com/salaries/2016/laguna-woods/summary/,"16,347",15,6,"$81,519 ","$94,730 ","$845,574 ",$51 ,"$47,434 "
La Habra,https://transcal.s3.amazonaws.com/public/export/la habra-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/la-habra/summary/,"61,660",526,250,"$68,728 ","$88,057 ","$28,144,540 ",$456 ,"$41,200 "
La Habra Heights,https://transcal.s3.amazonaws.com/public/export/la habra heights-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-habra-heights/summary/,"5,406",85,8,"$63,258 ","$81,034 ","$1,592,348 ",$294 ,"$79,526 "
Lake Elsinore,https://transcal.s3.amazonaws.com/public/export/lake elsinore-2016.csv,2016,"2016, 2015, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/lake-elsinore/summary/,"60,230",126,66,"$64,651 ","$83,714 ","$7,191,812 ",$119 ,"$42,404 "
Lake Forest,https://transcal.s3.amazonaws.com/public/export/lake forest-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/lake-forest/summary/,"80,658",204,56,"$85,053 ","$104,090 ","$8,440,208 ",$104 ,"$62,691 "
Lakeport,https://transcal.s3.amazonaws.com/public/export/lakeport-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Lake,https://transparentcalifornia.com/salaries/2016/lakeport/summary/,"4,754",81,41,"$57,937 ","$70,511 ","$3,498,104 ",$735 ,"$33,355 "
Lakewood,https://transcal.s3.amazonaws.com/public/export/lakewood-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lakewood/summary/,"81,054",599,167,"$75,641 ","$91,807 ","$21,794,106 ",$268 ,"$54,444 "
La Mesa,https://transcal.s3.amazonaws.com/public/export/la mesa-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/la-mesa/summary/,"59,125",381,216,"$89,545 ","$127,863 ","$31,301,944 ",$529 ,"$46,481 "
La Mirada,https://transcal.s3.amazonaws.com/public/export/la mirada-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-mirada/summary/,"49,130",380,75,"$64,354 ","$96,819 ","$11,073,458 ",$225 ,"$52,373 "
Lancaster,https://transcal.s3.amazonaws.com/public/export/lancaster-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lancaster/summary/,"159,651",735,228,"$73,056 ","$109,477 ","$32,711,002 ",$204 ,"$38,204 "
La Palma,https://transcal.s3.amazonaws.com/public/export/la palma-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/la-palma/summary/,"15,834",110,37,"$89,903 ","$102,480 ","$5,796,465 ",$366 ,"$55,000 "
La Puente,https://transcal.s3.amazonaws.com/public/export/la puente-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-puente/summary/,"40,384",84,22,"$60,717 ","$82,267 ","$2,870,003 ",$71 ,"$30,884 "
La Quinta,https://transcal.s3.amazonaws.com/public/export/la quinta-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/la-quinta/summary/,"39,801",146,56,"$71,428 ","$90,217 ","$7,673,035 ",$192 ,"$50,224 "
Larkspur,https://transcal.s3.amazonaws.com/public/export/larkspur-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/larkspur/summary/,"12,268",104,37,"$78,142 ","$102,434 ","$7,094,189 ",$578 ,"$90,250 "
Lathrop,https://transcal.s3.amazonaws.com/public/export/lathrop-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Joaquin,https://transparentcalifornia.com/salaries/2016/lathrop/summary/,"20,331",104,61,"$74,282 ","$97,375 ","$7,454,359 ",$366 ,"$42,859 "
La Verne,https://transcal.s3.amazonaws.com/public/export/la verne-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/la-verne/summary/,"32,078",346,152,"$106,600 ","$129,503 ","$22,108,427 ",$689 ,"$53,834 "
Lawndale,https://transcal.s3.amazonaws.com/public/export/lawndale-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lawndale/summary/,"33,161",158,43,"$71,721 ","$74,062 ","$5,111,219 ",$154 ,"$36,350 "
Lemon Grove,https://transcal.s3.amazonaws.com/public/export/lemon grove-2016.csv,2016,"2016, 2015, 2014, 2013, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/lemon-grove/summary/,"26,421",79,44,"$90,886 ","$95,537 ","$5,322,324 ",$201 ,"$39,899 "
Lemoore,https://transcal.s3.amazonaws.com/public/export/lemoore-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Kings,https://transparentcalifornia.com/salaries/2016/lemoore/summary/,"25,169",173,100,"$50,133 ","$63,033 ","$8,160,868 ",$324 ,"$31,340 "
Lincoln,https://transcal.s3.amazonaws.com/public/export/lincoln-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Placer,https://transparentcalifornia.com/salaries/2016/lincoln/summary/,"45,675",258,142,"$78,798 ","$95,543 ","$16,244,362 ",$355 ,"$52,442 "
Lindsay,https://transcal.s3.amazonaws.com/public/export/lindsay-2016.csv,2016,"2016, 2015, 2014, 2013",Tulare,https://transparentcalifornia.com/salaries/2016/lindsay/summary/,"13,052",169,43,"$47,382 ","$61,108 ","$4,262,544 ",$326 ,"$26,316 "
Live Oak,https://transcal.s3.amazonaws.com/public/export/live oak-2016.csv,2016,2016,Sutter,https://transparentcalifornia.com/salaries/2016/live-oak/summary/,"8,501",86,16,"$51,801 ","$69,656 ","$2,843,048 ",$334 ,"$31,619 "
Livermore,https://transcal.s3.amazonaws.com/public/export/livermore-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/livermore/summary/,"86,493",511,337,"$103,996 ","$142,713 ","$56,415,874 ",$652 ,"$67,608 "
Livingston,https://transcal.s3.amazonaws.com/public/export/livingston-2016.csv,2016,"2016, 2015, 2014, 2013",Merced,https://transparentcalifornia.com/salaries/2016/livingston/summary/,"13,703",134,46,"$58,085 ","$77,032 ","$4,581,131 ",$334 ,"$27,151 "
Lodi,https://transcal.s3.amazonaws.com/public/export/lodi-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Joaquin,https://transparentcalifornia.com/salaries/2016/lodi/summary/,"63,842",732,372,"$77,453 ","$109,087 ","$49,297,057 ",$772 ,"$37,365 "
Loma Linda,https://transcal.s3.amazonaws.com/public/export/loma linda-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/loma-linda/summary/,"23,859",93,68,"$80,991 ","$91,727 ","$8,538,585 ",$357 ,"$40,417 "
Lomita,https://transcal.s3.amazonaws.com/public/export/lomita-2016.csv,2016,"2016, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lomita/summary/,"20,652",99,32,"$61,591 ","$77,500 ","$3,607,202 ",$174 ,"$50,332 "
Lompoc,https://transcal.s3.amazonaws.com/public/export/lompoc-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Barbara,https://transparentcalifornia.com/salaries/2016/lompoc/summary/,"43,678",606,320,"$63,847 ","$85,256 ","$34,134,324 ",$781 ,"$32,431 "
Long Beach,https://transcal.s3.amazonaws.com/public/export/long beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/long-beach/summary/,"469,793","6,296","3,939","$86,025 ","$115,678 ","$546,173,596 ","$1,162 ","$41,400 "
Loomis,https://transcal.s3.amazonaws.com/public/export/loomis-2016.csv,2016,"2016, 2015, 2014, 2013",Placer,https://transparentcalifornia.com/salaries/2016/loomis/summary/,"6,690",25,7,"$58,768 ","$89,790 ","$947,111 ",$141 ,"$55,901 "
Los Alamitos,https://transcal.s3.amazonaws.com/public/export/los alamitos-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Orange,https://transparentcalifornia.com/salaries/2016/los-alamitos/summary/,"11,661",180,48,"$97,330 ","$117,134 ","$7,133,126 ",$611 ,"$61,443 "
Los Altos,https://transcal.s3.amazonaws.com/public/export/los altos-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/los-altos/summary/,"30,238",215,100,"$108,506 ","$132,059 ","$17,628,315 ",$582 ,"$181,794 "
Los Altos Hills,https://transcal.s3.amazonaws.com/public/export/los altos hills-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/los-altos-hills/summary/,"8,376",41,19,"$84,220 ","$113,673 ","$2,327,785 ",$277 ,"$193,512 "
Los Angeles,https://transcal.s3.amazonaws.com/public/export/los angeles-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/los-angeles/summary/,"3,918,872","49,485","33,380","$101,907 ","$114,619 ","$4,332,762,310 ","$1,105 ","$37,672 "
Los Banos,https://transcal.s3.amazonaws.com/public/export/los banos-2016.csv,2016,"2016, 2015, 2014, 2013",Merced,https://transparentcalifornia.com/salaries/2016/los-banos/summary/,"37,012",227,133,"$62,490 ","$99,468 ","$15,240,071 ",$411 ,"$40,309 "
Los Gatos,https://transcal.s3.amazonaws.com/public/export/los gatos-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/los-gatos/summary/,"30,491",233,147,"$86,099 ","$121,582 ","$21,040,499 ",$690 ,"$126,765 "
Loyalton,https://transcal.s3.amazonaws.com/public/export/loyalton-2016.csv,2016,"2016, 2015, 2014, 2013",Sierra,https://transparentcalifornia.com/salaries/2016/loyalton/summary/,916,17,0,N/A,N/A,"$160,012 ",$174 ,"$24,702 "
Lynwood,https://transcal.s3.amazonaws.com/public/export/lynwood-2016.csv,2016,"2016, 2015, 2014, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/lynwood/summary/,"71,233",201,120,"$54,995 ","$108,847 ","$15,356,446 ",$215 ,"$26,817 "
Madera,https://transcal.s3.amazonaws.com/public/export/madera-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Madera,https://transparentcalifornia.com/salaries/2016/madera/summary/,"63,398",658,229,"$58,068 ","$87,760 ","$24,514,365 ",$386 ,"$31,298 "
Malibu,https://transcal.s3.amazonaws.com/public/export/malibu-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/malibu/summary/,"12,853",157,53,"$77,026 ","$105,386 ","$7,778,434 ",$605 ,"$105,542 "
Mammoth Lakes,https://transcal.s3.amazonaws.com/public/export/mammoth lakes-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Mono,https://transparentcalifornia.com/salaries/2016/mammoth-lakes/summary/,"8,035",148,64,"$75,863 ","$102,728 ","$7,889,401 ",$981 ,"$32,393 "
Manhattan Beach,https://transcal.s3.amazonaws.com/public/export/manhattan beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Los Angeles,https://transparentcalifornia.com/salaries/2016/manhattan-beach/summary/,"35,573",552,247,"$97,969 ","$126,488 ","$43,565,451 ","$1,224 ","$125,086 "
Manteca,https://transcal.s3.amazonaws.com/public/export/manteca-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Joaquin,https://transparentcalifornia.com/salaries/2016/manteca/summary/,"73,570",680,319,"$83,361 ","$120,534 ","$49,025,212 ",$666 ,"$45,092 "
Maricopa,https://transcal.s3.amazonaws.com/public/export/maricopa-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Kern,https://transparentcalifornia.com/salaries/2016/maricopa/summary/,"1,115",14,1,"$37,518 ","$45,390 ","$136,128 ",$122 ,"$44,167 "
Marina,https://transcal.s3.amazonaws.com/public/export/marina-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/marina/summary/,"20,816",143,71,"$110,091 ","$136,554 ","$10,865,323 ",$521 ,"$41,810 "
Martinez,https://transcal.s3.amazonaws.com/public/export/martinez-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/martinez/summary/,"37,544",270,94,"$93,006 ","$123,801 ","$15,844,515 ",$422 ,"$68,505 "
Marysville,https://transcal.s3.amazonaws.com/public/export/marysville-2016.csv,2016,2016,Yuba,https://transparentcalifornia.com/salaries/2016/marysville/summary/,"12,176",113,44,"$60,436 ","$80,220 ","$4,546,098 ",$373 ,"$33,316 "
Maywood,https://transcal.s3.amazonaws.com/public/export/maywood-2016.csv,2016,2016,Los Angeles,https://transparentcalifornia.com/salaries/2016/maywood/summary/,"27,672",20,13,"$45,760 ","$57,431 ","$1,143,555 ",$41 ,"$25,340 "
McFarland,https://transcal.s3.amazonaws.com/public/export/mcfarland-2016.csv,2016,"2016, 2015, 2013",Kern,https://transparentcalifornia.com/salaries/2016/mcfarland/summary/,"13,391",68,34,"$51,352 ","$70,911 ","$3,621,650 ",$270 ,"$26,615 "
Mendota,https://transcal.s3.amazonaws.com/public/export/mendota-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/mendota/summary/,"11,394",74,28,"$50,188 ","$60,736 ","$2,589,314 ",$227 ,"$25,215 "
Menifee,https://transcal.s3.amazonaws.com/public/export/menifee-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/menifee/summary/,"84,978",107,53,"$75,019 ","$98,588 ","$6,417,720 ",$75 ,"$44,782 "
Menlo Park,https://transcal.s3.amazonaws.com/public/export/menlo park-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",San Mateo,https://transparentcalifornia.com/salaries/2016/menlo-park/summary/,"33,319",526,260,"$88,065 ","$123,420 ","$36,910,532 ","$1,107 ","$124,135 "
Merced,https://transcal.s3.amazonaws.com/public/export/merced-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Merced,https://transparentcalifornia.com/salaries/2016/merced/summary/,"81,461",576,370,"$69,959 ","$98,101 ","$44,454,421 ",$545 ,"$33,141 "
Millbrae,https://transcal.s3.amazonaws.com/public/export/millbrae-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/millbrae/summary/,"22,522",150,54,"$77,558 ","$102,218 ","$8,303,592 ",$368 ,"$65,045 "
Mill Valley,https://transcal.s3.amazonaws.com/public/export/mill valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/mill-valley/summary/,"14,318",440,122,"$82,493 ","$106,602 ","$18,978,264 ","$1,325 ","$143,451 "
Milpitas,https://transcal.s3.amazonaws.com/public/export/milpitas-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/milpitas/summary/,"73,447",614,287,"$126,812 ","$187,110 ","$61,691,916 ",$839 ,"$65,883 "
Mission Viejo,https://transcal.s3.amazonaws.com/public/export/mission viejo-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/mission-viejo/summary/,"96,178",300,117,"$80,176 ","$108,647 ","$15,811,865 ",$164 ,"$72,665 "
Modesto,https://transcal.s3.amazonaws.com/public/export/modesto-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Stanislaus,https://transparentcalifornia.com/salaries/2016/modesto/summary/,"208,512","1,717",906,"$70,287 ","$92,280 ","$117,972,413 ",$565 ,"$41,963 "
Monrovia,https://transcal.s3.amazonaws.com/public/export/monrovia-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/monrovia/summary/,"37,090",410,195,"$93,080 ","$121,344 ","$30,185,866 ",$813 ,"$46,106 "
Montclair,https://transcal.s3.amazonaws.com/public/export/montclair-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/montclair/summary/,"38,294",357,158,"$74,952 ","$102,889 ","$21,018,097 ",$548 ,"$31,559 "
Montebello,https://transcal.s3.amazonaws.com/public/export/montebello-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/montebello/summary/,"63,416",609,325,"$58,957 ","$80,705 ","$44,598,288 ",$703 ,"$30,683 "
Monterey,https://transcal.s3.amazonaws.com/public/export/monterey-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/monterey/summary/,"28,472",983,384,"$85,991 ","$122,865 ","$59,656,948 ","$2,095 ","$51,745 "
Monterey Park,https://transcal.s3.amazonaws.com/public/export/monterey park-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/monterey-park/summary/,"61,001",558,246,"$92,421 ","$129,046 ","$37,392,014 ",$612 ,"$36,382 "
Monte Sereno,https://transcal.s3.amazonaws.com/public/export/monte sereno-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/monte-sereno/summary/,"3,514",14,7,"$116,656 ","$135,981 ","$922,096 ",$262 ,"$210,284 "
Moorpark,https://transcal.s3.amazonaws.com/public/export/moorpark-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Ventura,https://transparentcalifornia.com/salaries/2016/moorpark/summary/,"35,594",111,44,"$78,017 ","$103,722 ","$6,677,599 ",$187 ,"$58,908 "
Moraga,https://transcal.s3.amazonaws.com/public/export/moraga-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/moraga/summary/,"16,977",49,33,"$117,849 ","$129,958 ","$4,547,792 ",$267 ,"$146,989 "
Moreno Valley,https://transcal.s3.amazonaws.com/public/export/moreno valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/moreno-valley/summary/,"202,061",533,241,"$73,313 ","$98,196 ","$32,375,270 ",$160 ,"$35,015 "
Morgan Hill,https://transcal.s3.amazonaws.com/public/export/morgan hill-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/morgan-hill/summary/,"41,839",471,162,"$113,896 ","$147,579 ","$29,684,311 ",$709 ,"$74,423 "
Morro Bay,https://transcal.s3.amazonaws.com/public/export/morro bay-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Luis Obispo,https://transparentcalifornia.com/salaries/2016/morro-bay/summary/,"10,519",315,81,"$74,877 ","$99,137 ","$11,100,740 ","$1,055 ","$41,475 "
Mountain View,https://transcal.s3.amazonaws.com/public/export/mountain view-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/mountain-view/summary/,"78,827","1,018",478,"$119,235 ","$168,082 ","$99,141,918 ","$1,257 ","$101,527 "
Mount Shasta,https://transcal.s3.amazonaws.com/public/export/mount shasta-2016.csv,2016,"2016, 2015, 2013, 2012, 2011",Siskiyou,https://transparentcalifornia.com/salaries/2016/mount-shasta/summary/,"3,285",53,23,"$57,062 ","$66,685 ","$2,358,964 ",$718 ,"$33,381 "
Murrieta,https://transcal.s3.amazonaws.com/public/export/murrieta-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/murrieta/summary/,"108,583",393,239,"$110,612 ","$152,302 ","$41,116,830 ",$378 ,"$53,105 "
Napa,https://transcal.s3.amazonaws.com/public/export/napa-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Napa,https://transparentcalifornia.com/salaries/2016/napa/summary/,"79,567",703,341,"$95,495 ","$134,086 ","$67,291,278 ",$845 ,"$44,418 "
National City,https://transcal.s3.amazonaws.com/public/export/national city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/national-city/summary/,"60,349",460,278,"$76,566 ","$104,858 ","$36,925,990 ",$611 ,"$30,057 "
Needles,https://transcal.s3.amazonaws.com/public/export/needles-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/needles/summary/,"4,945",91,37,"$53,170 ","$61,699 ","$3,052,810 ",$617 ,"$34,531 "
Nevada City,https://transcal.s3.amazonaws.com/public/export/nevada city-2016.csv,2016,"2016, 2015, 2014, 2013",Nevada,https://transparentcalifornia.com/salaries/2016/nevada-city/summary/,"3,117",84,32,"$65,723 ","$94,795 ","$3,142,068 ","$1,008 ","$47,639 "
Newark,https://transcal.s3.amazonaws.com/public/export/newark-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/newark/summary/,"44,677",553,128,"$114,206 ","$142,633 ","$24,417,507 ",$546 ,"$52,697 "
Newman,https://transcal.s3.amazonaws.com/public/export/newman-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Stanislaus,https://transparentcalifornia.com/salaries/2016/newman/summary/,"10,808",52,37,"$55,231 ","$65,925 ","$3,163,703 ",$292 ,"$34,359 "
Newport Beach,https://transcal.s3.amazonaws.com/public/export/newport beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Orange,https://transparentcalifornia.com/salaries/2016/newport-beach/summary/,"86,813","1,208",690,"$111,659 ","$151,512 ","$126,269,546 ","$1,454 ","$93,887 "
Norco,https://transcal.s3.amazonaws.com/public/export/norco-2016.csv,2016,"2016, 2015, 2014, 2013",Riverside,https://transparentcalifornia.com/salaries/2016/norco/summary/,"26,809",173,42,"$61,794 ","$92,392 ","$5,562,051 ",$207 ,"$53,972 "
Norwalk,https://transcal.s3.amazonaws.com/public/export/norwalk-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/norwalk/summary/,"106,360",577,262,"$61,549 ","$86,288 ","$28,560,642 ",$268 ,"$36,103 "
Novato,https://transcal.s3.amazonaws.com/public/export/novato-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/novato/summary/,"54,790",435,155,"$92,291 ","$115,901 ","$23,786,453 ",$434 ,"$62,470 "
Oakdale,https://transcal.s3.amazonaws.com/public/export/oakdale-2016.csv,2016,"2016, 2015, 2014, 2013",Stanislaus,https://transparentcalifornia.com/salaries/2016/oakdale/summary/,"21,796",140,60,"$67,569 ","$104,489 ","$8,004,469 ",$367 ,"$42,135 "
Oakland,https://transcal.s3.amazonaws.com/public/export/oakland-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/oakland/summary/,"412,040","5,483","2,928","$97,848 ","$147,578 ","$550,158,923 ","$1,335 ","$47,874 "
Oakley,https://transcal.s3.amazonaws.com/public/export/oakley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/oakley/summary/,"38,968",121,48,"$97,762 ","$115,140 ","$7,824,875 ",$200 ,"$55,625 "
Oceanside,https://transcal.s3.amazonaws.com/public/export/oceanside-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/oceanside/summary/,"173,829","1,197","1,019","$67,542 ","$94,137 ","$108,939,307 ",$626 ,"$41,836 "
Ojai,https://transcal.s3.amazonaws.com/public/export/ojai-2016.csv,2016,"2016, 2015, 2014, 2013, 2011",Ventura,https://transparentcalifornia.com/salaries/2016/ojai/summary/,"7,581",124,22,"$63,015 ","$81,420 ","$3,096,415 ",$408 ,"$59,297 "
Ontario,https://transcal.s3.amazonaws.com/public/export/ontario-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/ontario/summary/,"169,389","1,461",974,"$87,575 ","$118,372 ","$149,863,497 ",$884 ,"$33,384 "
Orange,https://transcal.s3.amazonaws.com/public/export/orange-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/orange/summary/,"139,919",881,535,"$104,940 ","$139,871 ","$90,569,128 ",$647 ,"$47,038 "
