City,url,latestYear,YearsAvailable,County,summaryURL,Population,Employees,FTemployees,MedianPay,MedianPayBenes,TotalComp,CompCostPerResident,MedianPrivatePay
Cotati,https://transcal.s3.amazonaws.com/public/export/cotati-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Sonoma,https://transparentcalifornia.com/salaries/2016/cotati/summary/,"7,415",55,33,"$79,606 ","$116,334 ","$4,556,106 ",$614 ,"$51,313 "
Covina,https://transcal.s3.amazonaws.com/public/export/covina-2016.csv,2016,"2016, 2015, 2013",Los Angeles,https://transparentcalifornia.com/salaries/2016/covina/summary/,"48,539",455,98,"$101,885 ","$121,226 ","$18,238,753 ",$375 ,"$41,873 "
Crescent City,https://transcal.s3.amazonaws.com/public/export/crescent city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Del Norte,https://transparentcalifornia.com/salaries/2016/crescent-city/summary/,"6,965",166,46,"$58,079 ","$72,988 ","$4,689,187 ",$673 ,"$25,478 "
Cudahy,https://transcal.s3.amazonaws.com/public/export/cudahy-2016.csv,2016,2016,Los Angeles,https://transparentcalifornia.com/salaries/2016/cudahy/summary/,"24,106",61,19,"$77,771 ","$86,470 ","$2,071,949 ",$85 ,"$25,226 "
Culver City,https://transcal.s3.amazonaws.com/public/export/culver city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/culver-city/summary/,"39,395",887,566,"$85,039 ","$116,714 ","$90,210,601 ","$2,289 ","$63,687 "
Cupertino,https://transcal.s3.amazonaws.com/public/export/cupertino-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/cupertino/summary/,"60,297",426,187,"$79,688 ","$111,003 ","$23,646,908 ",$392 ,"$131,533 "
Cypress,https://transcal.s3.amazonaws.com/public/export/cypress-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/cypress/summary/,"48,978",263,129,"$89,318 ","$113,230 ","$17,504,712 ",$357 ,"$58,890 "
Daly City,https://transcal.s3.amazonaws.com/public/export/daly city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/daly-city/summary/,"105,543",793,399,"$97,925 ","$137,176 ","$68,154,314 ",$645 ,"$44,040 "
Dana Point,https://transcal.s3.amazonaws.com/public/export/dana point-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Orange,https://transparentcalifornia.com/salaries/2016/dana-point/summary/,"34,009",74,61,"$90,515 ","$100,115 ","$7,451,579 ",$219 ,"$69,167 "
Danville,https://transcal.s3.amazonaws.com/public/export/danville-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/danville/summary/,"43,758",297,90,"$64,387 ","$89,700 ","$10,192,890 ",$232 ,"$123,384 "
Davis,https://transcal.s3.amazonaws.com/public/export/davis-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Yolo,https://transparentcalifornia.com/salaries/2016/davis/summary/,"66,886",848,303,"$85,210 ","$117,696 ","$43,007,941 ",$643 ,"$55,500 "
Delano,https://transcal.s3.amazonaws.com/public/export/delano-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Kern,https://transparentcalifornia.com/salaries/2016/delano/summary/,"52,538",390,247,"$58,515 ","$80,295 ","$23,509,411 ",$447 ,"$26,210 "
Del Mar,https://transcal.s3.amazonaws.com/public/export/del mar-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",San Diego,https://transparentcalifornia.com/salaries/2016/del-mar/summary/,"4,312",172,46,"$72,245 ","$92,545 ","$6,886,507 ","$1,597 ","$71,821 "
Del Rey Oaks,https://transcal.s3.amazonaws.com/public/export/del rey oaks-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Monterey,https://transparentcalifornia.com/salaries/2016/del-rey-oaks/summary/,"1,683",20,5,"$88,936 ","$113,913 ","$1,257,262 ",$747 ,"$53,684 "
Desert Hot Springs,https://transcal.s3.amazonaws.com/public/export/desert hot springs-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/desert-hot-springs/summary/,"28,092",84,41,"$63,096 ","$78,300 ","$4,847,062 ",$172 ,"$31,646 "
Diamond Bar,https://transcal.s3.amazonaws.com/public/export/diamond bar-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/diamond-bar/summary/,"56,456",134,47,"$87,285 ","$110,288 ","$7,201,186 ",$127 ,"$57,006 "
Dinuba,https://transcal.s3.amazonaws.com/public/export/dinuba-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Tulare,https://transparentcalifornia.com/salaries/2016/dinuba/summary/,"23,465",246,144,"$73,391 ","$93,811 ","$14,503,974 ",$618 ,"$26,917 "
Dixon,https://transcal.s3.amazonaws.com/public/export/dixon-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Solano,https://transparentcalifornia.com/salaries/2016/dixon/summary/,"19,144",196,73,"$84,096 ","$101,207 ","$11,544,273 ",$603 ,"$35,618 "
Dorris,https://transcal.s3.amazonaws.com/public/export/dorris-2013.csv,2013,"2013, 2012, 2011",Siskiyou,https://transparentcalifornia.com/salaries/2013/dorris/summary/,"1,034",11,2,"$31,074 ","$41,423 ","$202,747 ",$196 ,"$22,391 "
Downey,https://transcal.s3.amazonaws.com/public/export/downey-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/downey/summary/,"113,223","1,014",336,"$115,441 ","$152,297 ","$57,123,020 ",$504 ,"$38,263 "
Duarte,https://transcal.s3.amazonaws.com/public/export/duarte-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/duarte/summary/,"21,792",249,41,"$78,250 ","$93,566 ","$5,662,201 ",$259 ,"$42,053 "
Dublin,https://transcal.s3.amazonaws.com/public/export/dublin-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/dublin/summary/,"54,523",334,75,"$99,080 ","$121,929 ","$12,734,620 ",$233 ,"$99,915 "
East Palo Alto,https://transcal.s3.amazonaws.com/public/export/east palo alto-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/east-palo-alto/summary/,"29,353",129,94,"$92,203 ","$117,863 ","$12,570,489 ",$428 ,"$34,754 "
Eastvale,https://transcal.s3.amazonaws.com/public/export/eastvale-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/eastvale/summary/,"58,217",21,3,"$74,241 ","$86,257 ","$890,691 ",$15 ,"$56,646 "
El Cajon,https://transcal.s3.amazonaws.com/public/export/el cajon-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/el-cajon/summary/,"102,894",572,355,"$93,209 ","$135,031 ","$50,801,492 ",$493 ,"$36,571 "
El Centro,https://transcal.s3.amazonaws.com/public/export/el centro-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Imperial,https://transparentcalifornia.com/salaries/2016/el-centro/summary/,"43,699",360,208,"$63,165 ","$80,770 ","$20,885,422 ",$477 ,"$32,910 "
El Cerrito,https://transcal.s3.amazonaws.com/public/export/el cerrito-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/el-cerrito/summary/,"24,646",354,141,"$117,049 ","$135,348 ","$23,427,687 ",$950 ,"$69,291 "
Elk Grove,https://transcal.s3.amazonaws.com/public/export/elk grove-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Sacramento,https://transparentcalifornia.com/salaries/2016/elk-grove/summary/,"163,634",355,273,"$94,413 ","$119,461 ","$38,845,006 ",$237 ,"$52,428 "
El Monte,https://transcal.s3.amazonaws.com/public/export/el monte-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/el-monte/summary/,"115,665",508,244,"$91,197 ","$164,617 ","$47,895,564 ",$414 ,"$25,718 "
El Segundo,https://transcal.s3.amazonaws.com/public/export/el segundo-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/el-segundo/summary/,"16,901",529,217,"$104,509 ","$132,767 ","$43,299,277 ","$2,561 ","$82,622 "
Emeryville,https://transcal.s3.amazonaws.com/public/export/emeryville-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/emeryville/summary/,"11,111",290,120,"$97,446 ","$122,644 ","$18,923,707 ","$1,703 ","$76,152 "
Encinitas,https://transcal.s3.amazonaws.com/public/export/encinitas-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/encinitas/summary/,"62,160",403,219,"$89,390 ","$120,176 ","$30,783,329 ",$495 ,"$72,971 "
Escalon,https://transcal.s3.amazonaws.com/public/export/escalon-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",San Joaquin,https://transparentcalifornia.com/salaries/2016/escalon/summary/,72,23,"$62,993 ","$82,327 ","$2,260,678 ",NA,NA,NA
Escondido,https://transcal.s3.amazonaws.com/public/export/escondido-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/escondido/summary/,"149,912","1,195",693,"$83,209 ","$117,505 ","$99,592,270 ",$664 ,"$35,763 "
Etna,https://transcal.s3.amazonaws.com/public/export/etna-2016.csv,2016,"2016, 2015, 2014, 2013",Siskiyou,https://transparentcalifornia.com/salaries/2016/etna/summary/,733,51,5,"$47,008 ","$58,364 ","$522,707 ",$713 ,"$31,389 "
Eureka,https://transcal.s3.amazonaws.com/public/export/eureka-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Humboldt,https://transparentcalifornia.com/salaries/2016/eureka/summary/,"27,002",462,186,"$55,468 ","$77,577 ","$18,334,422 ",$679 ,"$28,659 "
Exeter,https://transcal.s3.amazonaws.com/public/export/exeter-2016.csv,2016,2016,Tulare,https://transparentcalifornia.com/salaries/2016/exeter/summary/,"10,504",87,31,"$61,484 ","$73,153 ","$3,097,251 ",$294 ,"$31,677 "
Fairfax,https://transcal.s3.amazonaws.com/public/export/fairfax-2016.csv,2016,"2016, 2015, 2014",Marin,https://transparentcalifornia.com/salaries/2016/fairfax/summary/,"7,598",51,28,"$73,638 ","$94,257 ","$3,431,887 ",$451 ,"$82,178 "
Fairfield,https://transcal.s3.amazonaws.com/public/export/fairfield-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Solano,https://transparentcalifornia.com/salaries/2016/fairfield/summary/,"110,953",913,460,"$96,683 ","$133,797 ","$74,982,445 ",$675 ,"$47,677 "
Farmersville,https://transcal.s3.amazonaws.com/public/export/farmersville-2016.csv,2016,"2016, 2015",Tulare,https://transparentcalifornia.com/salaries/2016/farmersville/summary/,"10,699",35,31,"$67,205 ","$85,874 ","$3,003,779 ",$280 ,"$25,780 "
Ferndale,https://transcal.s3.amazonaws.com/public/export/ferndale-2016.csv,2016,"2016, 2015, 2014, 2013",Humboldt,https://transparentcalifornia.com/salaries/2016/ferndale/summary/,"1,419",26,12,"$42,035 ","$56,507 ","$834,179 ",$587 ,"$36,389 "
Fillmore,https://transcal.s3.amazonaws.com/public/export/fillmore-2016.csv,2016,"2016, 2014, 2013",Ventura,https://transparentcalifornia.com/salaries/2016/fillmore/summary/,"15,391",137,25,"$63,090 ","$75,630 ","$3,013,146 ",$195 ,"$34,602 "
Firebaugh,https://transcal.s3.amazonaws.com/public/export/firebaugh-2016.csv,2016,"2016, 2015, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/firebaugh/summary/,"8,176",47,30,"$50,341 ","$71,366 ","$2,494,717 ",$305 ,"$26,629 "
Folsom,https://transcal.s3.amazonaws.com/public/export/folsom-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Sacramento,https://transparentcalifornia.com/salaries/2016/folsom/summary/,"74,960",847,373,"$85,736 ","$124,920 ","$57,331,979 ",$764 ,"$83,723 "
Fontana,https://transcal.s3.amazonaws.com/public/export/fontana-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/fontana/summary/,"205,228","1,463",498,"$88,312 ","$116,925 ","$77,815,507 ",$379 ,"$36,778 "
Fort Bragg,https://transcal.s3.amazonaws.com/public/export/fort bragg-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Mendocino,https://transparentcalifornia.com/salaries/2016/fort-bragg/summary/,"7,260",73,53,"$64,152 ","$83,742 ","$5,202,564 ",$716 ,"$32,679 "
Fortuna,https://transcal.s3.amazonaws.com/public/export/fortuna-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Humboldt,https://transparentcalifornia.com/salaries/2016/fortuna/summary/,"11,917",138,60,"$48,875 ","$71,868 ","$5,689,052 ",$477 ,"$31,777 "
Foster City,https://transcal.s3.amazonaws.com/public/export/foster city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/foster-city/summary/,"32,967",311,159,"$113,327 ","$152,593 ","$30,522,429 ",$925 ,"$109,116 "
Fountain Valley,https://transcal.s3.amazonaws.com/public/export/fountain valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/fountain-valley/summary/,"56,670",307,201,"$101,973 ","$129,326 ","$29,168,217 ",$514 ,"$57,555 "
Fowler,https://transcal.s3.amazonaws.com/public/export/fowler-2016.csv,2016,"2016, 2014, 2013",Fresno,https://transparentcalifornia.com/salaries/2016/fowler/summary/,"6,083",58,0,N/A,N/A,"$1,915,691 ",$314 ,"$32,161 "
Fremont,https://transcal.s3.amazonaws.com/public/export/fremont-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/fremont/summary/,"227,934","1,588",797,"$116,202 ","$165,981 ","$154,239,334 ",$676 ,"$83,043 "
Fresno,https://transcal.s3.amazonaws.com/public/export/fresno-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/fresno/summary/,"513,807","4,255","3,012","$65,413 ","$85,797 ","$306,710,212 ",$596 ,"$34,127 "
Fullerton,https://transcal.s3.amazonaws.com/public/export/fullerton-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/fullerton/summary/,"139,491",984,532,"$79,693 ","$113,694 ","$81,912,598 ",$587 ,"$45,319 "
Galt,https://transcal.s3.amazonaws.com/public/export/galt-2016.csv,2016,"2016, 2014, 2013, 2012",Sacramento,https://transparentcalifornia.com/salaries/2016/galt/summary/,"24,848",380,110,"$67,302 ","$96,444 ","$14,222,912 ",$572 ,"$41,542 "
Gardena,https://transcal.s3.amazonaws.com/public/export/gardena-2016.csv,2016,"2016, 2015, 2014, 2013, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/gardena/summary/,"59,898",589,341,"$72,450 ","$95,359 ","$42,777,008 ",$714 ,"$37,039 "
Garden Grove,https://transcal.s3.amazonaws.com/public/export/garden grove-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/garden-grove/summary/,"174,676",872,557,"$95,734 ","$130,271 ","$89,009,127 ",$509 ,"$36,590 "
Gilroy,https://transcal.s3.amazonaws.com/public/export/gilroy-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/gilroy/summary/,"52,576",463,212,"$114,307 ","$158,383 ","$37,699,929 ",$717 ,"$50,538 "
Glendale,https://transcal.s3.amazonaws.com/public/export/glendale-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Los Angeles,https://transparentcalifornia.com/salaries/2016/glendale/summary/,"197,895","1,292",634,"$79,771 ","$104,343 ","$88,939,911 ",$449 ,"$49,313 "
Glendora,https://transcal.s3.amazonaws.com/public/export/glendora-2016.csv,2016,"2016, 2015, 2014, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/glendora/summary/,"51,285",345,181,"$74,828 ","$93,247 ","$23,311,881 ",$454 ,"$54,991 "
Goleta,https://transcal.s3.amazonaws.com/public/export/goleta-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Barbara,https://transparentcalifornia.com/salaries/2016/goleta/summary/,"30,671",84,41,"$117,230 ","$134,238 ","$6,710,416 ",$218 ,"$50,759 "
Gonzales,https://transcal.s3.amazonaws.com/public/export/gonzales-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/gonzales/summary/,"8,401",107,27,"$59,430 ","$81,447 ","$3,708,177 ",$441 ,"$33,220 "
Grand Terrace,https://transcal.s3.amazonaws.com/public/export/grand terrace-2016.csv,2016,"2016, 2015, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/grand-terrace/summary/,"12,393",70,12,"$57,443 ","$67,444 ","$1,883,256 ",$151 ,"$43,521 "
Grass Valley,https://transcal.s3.amazonaws.com/public/export/grass valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Nevada,https://transparentcalifornia.com/salaries/2016/grass-valley/summary/,"12,861",116,64,"$80,289 ","$120,023 ","$9,142,102 ",$710 ,"$34,821 "
Greenfield,https://transcal.s3.amazonaws.com/public/export/greenfield-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/greenfield/summary/,"16,994",82,44,"$63,569 ","$77,934 ","$4,278,832 ",$251 ,"$27,262 "
Gridley,https://transcal.s3.amazonaws.com/public/export/gridley-2016.csv,2016,"2016, 2015, 2012, 2011",Butte,https://transparentcalifornia.com/salaries/2016/gridley/summary/,"6,558",74,48,"$66,711 ","$93,256 ","$5,275,831 ",$804 ,"$28,060 "
Grover Beach,https://transcal.s3.amazonaws.com/public/export/grover beach-2016.csv,2016,"2016, 2015, 2014, 2013",San Luis Obispo,https://transparentcalifornia.com/salaries/2016/grover-beach/summary/,"13,484",72,49,"$76,123 ","$98,641 ","$5,726,205 ",$424 ,"$36,777 "
Guadalupe,https://transcal.s3.amazonaws.com/public/export/guadalupe-2016.csv,2016,"2016, 2015, 2014, 2013",Santa Barbara,https://transparentcalifornia.com/salaries/2016/guadalupe/summary/,"7,252",66,30,"$70,455 ","$86,813 ","$2,782,412 ",$383 ,"$28,083 "
Gustine,https://transcal.s3.amazonaws.com/public/export/gustine-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Merced,https://transparentcalifornia.com/salaries/2016/gustine/summary/,"5,684",62,18,"$54,632 ","$59,371 ","$1,677,797 ",$295 ,"$36,096 "
Half Moon Bay,https://transcal.s3.amazonaws.com/public/export/half moon bay-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/half-moon-bay/summary/,"12,281",42,17,"$99,292 ","$106,529 ","$3,083,003 ",$251 ,"$73,955 "
Hanford,https://transcal.s3.amazonaws.com/public/export/hanford-2016.csv,2016,"2016, 2014, 2012, 2011",Kings,https://transparentcalifornia.com/salaries/2016/hanford/summary/,"54,912",367,259,"$60,368 ","$81,013 ","$23,642,275 ",$430 ,"$36,277 "
Hawaiian Gardens,https://transcal.s3.amazonaws.com/public/export/hawaiian gardens-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/hawaiian-gardens/summary/,"14,468",181,54,"$66,982 ","$102,689 ","$6,986,051 ",$482 ,"$27,329 "
Hawthorne,https://transcal.s3.amazonaws.com/public/export/hawthorne-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/hawthorne/summary/,"86,938",393,219,"$92,456 ","$123,418 ","$33,302,354 ",$383 ,"$32,408 "
Hayward,https://transcal.s3.amazonaws.com/public/export/hayward-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/hayward/summary/,"154,507",943,724,"$115,755 ","$162,707 ","$135,637,434 ",$877 ,"$41,749 "
Healdsburg,https://transcal.s3.amazonaws.com/public/export/healdsburg-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Sonoma,https://transparentcalifornia.com/salaries/2016/healdsburg/summary/,"11,614",258,124,"$91,541 ","$113,957 ","$15,683,030 ","$1,350 ","$52,823 "
Hemet,https://transcal.s3.amazonaws.com/public/export/hemet-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/hemet/summary/,"82,748",310,235,"$77,373 ","$112,470 ","$34,129,162 ",$412 ,"$34,802 "
Hercules,https://transcal.s3.amazonaws.com/public/export/hercules-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/hercules/summary/,"25,011",158,66,"$86,756 ","$110,548 ","$9,399,586 ",$375 ,"$60,013 "
Hermosa Beach,https://transcal.s3.amazonaws.com/public/export/hermosa beach-2016.csv,2016,"2016, 2015, 2014, 2013",Los Angeles,https://transparentcalifornia.com/salaries/2016/hermosa-beach/summary/,"19,726",249,114,"$82,551 ","$100,476 ","$18,445,598 ",$935 ,"$100,804 "
Hesperia,https://transcal.s3.amazonaws.com/public/export/hesperia-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/hesperia/summary/,"92,664",240,128,"$57,092 ","$70,867 ","$13,515,720 ",$145 ,"$36,364 "
Hidden Hills,https://transcal.s3.amazonaws.com/public/export/hidden hills-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/hidden-hills/summary/,"1,573",4,4,"$83,621 ","$98,364 ","$418,610 ",$266 ,"$156,250 "
Highland,https://transcal.s3.amazonaws.com/public/export/highland-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/highland/summary/,"54,490",50,28,"$67,175 ","$90,020 ","$3,797,086 ",$69 ,"$38,022 "
Hillsborough,https://transcal.s3.amazonaws.com/public/export/hillsborough-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/hillsborough/summary/,"11,312",109,76,"$104,770 ","$142,637 ","$13,110,333 ","$1,158 ","$151,372 "
Hollister,https://transcal.s3.amazonaws.com/public/export/hollister-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Benito,https://transparentcalifornia.com/salaries/2016/hollister/summary/,"36,901",248,3,"$27,302 ","$28,428 ","$17,005,848 ",$460 ,"$42,212 "
Holtville,https://transcal.s3.amazonaws.com/public/export/holtville-2016.csv,2016,"2016, 2015, 2012, 2011",Imperial,https://transparentcalifornia.com/salaries/2016/holtville/summary/,"6,230",49,20,"$47,353 ","$56,816 ","$1,420,103 ",$227 ,"$31,563 "
Hughson,https://transcal.s3.amazonaws.com/public/export/hughson-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Stanislaus,https://transparentcalifornia.com/salaries/2016/hughson/summary/,"7,160",36,13,"$53,929 ","$85,616 ","$1,459,273 ",$203 ,"$54,811 "
Huntington Beach,https://transcal.s3.amazonaws.com/public/export/huntington beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/huntington-beach/summary/,"198,724","1,661",829,"$107,786 ","$148,079 ","$150,198,491 ",$755 ,"$61,774 "
Huntington Park,https://transcal.s3.amazonaws.com/public/export/huntington park-2016.csv,2016,"2016, 2015, 2013",Los Angeles,https://transparentcalifornia.com/salaries/2016/huntington-park/summary/,"58,921",280,128,"$85,472 ","$112,842 ","$17,740,451 ",$301 ,"$24,190 "
Huron,https://transcal.s3.amazonaws.com/public/export/huron-2016.csv,2016,"2016, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/huron/summary/,"6,821",43,15,"$43,829 ","$47,566 ","$1,239,521 ",$181 ,"$26,159 "
Imperial,https://transcal.s3.amazonaws.com/public/export/imperial-2016.csv,2016,"2016, 2015",Imperial,https://transparentcalifornia.com/salaries/2016/imperial/summary/,"16,583",117,57,"$59,857 ","$63,357 ","$4,269,975 ",$257 ,"$53,295 "
Imperial Beach,https://transcal.s3.amazonaws.com/public/export/imperial beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/imperial-beach/summary/,"27,180",167,68,"$69,080 ","$84,032 ","$7,805,824 ",$287 ,"$35,292 "
Indian Wells,https://transcal.s3.amazonaws.com/public/export/indian wells-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/indian-wells/summary/,"5,194",37,26,"$96,636 ","$133,038 ","$4,458,170 ",$858 ,"$111,987 "
Indio,https://transcal.s3.amazonaws.com/public/export/indio-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Riverside,https://transparentcalifornia.com/salaries/2016/indio/summary/,"85,401",289,192,"$88,922 ","$114,607 ","$27,599,371 ",$323 ,"$33,723 "
Inglewood,https://transcal.s3.amazonaws.com/public/export/inglewood-2016.csv,2016,"2016, 2015, 2014, 2013",Los Angeles,https://transparentcalifornia.com/salaries/2016/inglewood/summary/,"111,012",837,509,"$83,551 ","$153,578 ","$98,181,529 ",$884 ,"$32,486 "
Ione,https://transcal.s3.amazonaws.com/public/export/ione-2016.csv,2016,"2016, 2012",Amador,https://transparentcalifornia.com/salaries/2016/ione/summary/,"7,056",49,15,"$70,957 ","$77,440 ","$1,461,957 ",$207 ,"$49,083 "
Irvine,https://transcal.s3.amazonaws.com/public/export/irvine-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/irvine/summary/,"246,992","1,800",741,"$97,016 ","$136,152 ","$123,310,514 ",$499 ,"$82,014 "
Irwindale,https://transcal.s3.amazonaws.com/public/export/irwindale-2016.csv,2016,"2016, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/irwindale/summary/,"1,319",172,67,"$83,069 ","$113,358 ","$10,375,788 ","$7,866 ","$38,438 "
Jackson,https://transcal.s3.amazonaws.com/public/export/jackson-2016.csv,2016,"2016, 2015",Amador,https://transparentcalifornia.com/salaries/2016/jackson/summary/,"4,630",83,28,"$63,585 ","$90,309 ","$2,984,187 ",$644 ,"$36,654 "
Jurupa Valley,https://transcal.s3.amazonaws.com/public/export/jurupa valley-2016.csv,2016,"2016, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/jurupa-valley/summary/,"100,737",19,9,"$108,320 ","$114,726 ","$1,186,978 ",$11 ,"$36,629 "
Kerman,https://transcal.s3.amazonaws.com/public/export/kerman-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/kerman/summary/,"14,424",117,53,"$59,897 ","$74,385 ","$4,762,569 ",$330 ,"$29,271 "
